9622099664621925383001991	17728888379191565336723849	170589130927538711113552856042861210161144584183359
19318595917436568835483733	12507478169058374011251757	241626916694198115087531132165515739880777941168881
21789112060189546076959711	20348719071428307541797847	443380520128667557155520911088363340343344725542217
37521612485393330321831393	35063433245049784791676133	1315636554628215580968707312518313072248234688243269
45748837861597048670453173	41481908085256569984877237	1897749087182074502893311099953622907053881562123001
77221182016212468518240309	51827574543018556644945113	4002186567245255712712057169890396594679242649159917
88730698247941736393185201	119780019087082965020567491	10628164729748660187844754236304049528992174082900691
85898398803146849973286601	141316528266714027173971237	12138863502530376184944882527084216760358313931495437
254288988161940499265316913	182584453401072037579646471	46429215909459584093080866947120833658580822317064023
309128893384130009577151703	188245525624175597023413259	58192131020715291906332364234499479183494024304630077
394506952594067183260644929	447418363177640124855695503	176509654991836406961748797793160389703541938625054287
581273763468983818098901241	473132702925509282431176409	275019626849763470775658224122287700113812405940023569
897031491652398541031798603	765523965150479639079517847	686699104354593507997692116496009840668934100448167741
932951147976952357187305529	1442055823728473232233900161	1345367636194328754758628008641744235717539998389290169
797832638023788889108931881	2263787396608852030677404737	1806123470561445657131136324986310855048926595199720297
2425535911586619729214793407	2294766779496013072330875097	5566039232383553655063032741738670105457474806376085479
3268543852782089593773036167	2845073277140612565513349661	9299246770712543544096028684515763502114654182270189387
4548550083964931818422767929	4764545701019674436361190441	21671774748427795089386967024681426349593014516716166689
6000890776128607892169951287	7811224271930344484493994403	46874303683698705020382210033403126054322734368560646661
9776748373571023645194887959	9721275397807170355266133807	95042463434547258652181240624143111188633988234467129913
9640130242768181058447816107	14562291753887179017956550529	140382389140661492199997761389487220626431065235045570603
19560297619855945501847925413	14652150224762185346168660383	286600419167187530945184800334665239355458396205912013179
22393188941291935461422982263	30576367668308019372438798191	684702378334831421596396513766182816390377553738829486233
39151800084787470667424532053	25152171126767826850730030341	984752775653577574927281362376225303860846451776417020073
51791209509298141653435683933	53605683176591489318780390707	2776303168287908554831109315875875976093104550057502410631
78799948622966341369442732173	58965026101771708418952833239	4646441027371479910659060630450612660694849346435409098347
96349180417414362363600272443	129360725541111003778709444633	12463799884088126269691105912286652525701975697496024148419
82844567306127579525849085841	277245378848539266073038946181	22968273448330650841949064101023588656801421585068848123221
90727630029660461418918406207	301035493034345955175274021309	27312236837816568740009145371605688796031619790258035864963
315122927564372777124796603963	312224731074972048928138993621	98389171314344187065247128895054991990248676150537320320023
587772076079315470053935600269	339678862766238627189646444393	199653750368372969282339036536582110923627745190217984341717
611585883180231501101911568279	441543210784267239035591079367	270041594529731197574560271452069888587482994263033328599393
807675367303992524529448365407	968894446146109221960813160201	782552177669857170155801624711294408688959412400953477566807
947511575218509653727922878601	1063958408654550462646564121119	1008112907751251923235242324743404124340265941614068097274519
